seqnames	start	end	width	strand	gene_id	name	hid	p	fdr	count	effectsize	count.pred	count.density	count.pred.density	eligible	p.neg	fdr.neg
chr2	113005459	113008044	2586	+	27179	IL36A	9147	0.36	1	0	-Inf	0.448	0	9.39e-4	477	0.68	1
chr7	23504780	23532041	27262	-	29896	TRA2A	9397	0.36	1	2	0.17	1.78	0.00181	0.00161	1103	0.73	1
chr8	130052104	130443674	391571	-	50807	ASAP1	9551	0.36	1	7	0.02	6.91	0.00181	0.00179	3865	0.65	1
chr3	37988059	38007188	19130	+	50853	VILL	9570	0.36	1	4	0.16	3.59	0.00137	0.00123	2922	0.7	1
chr12	102012840	102062149	49310	-	51019	WASHC3	9604	0.36	1	1	0.3	0.811	0.00118	9.54e-4	851	0.8	1
chr1	38009258	38024820	15563	+	51118	UTP11	9683	0.36	1	2	0.17	1.78	0.00262	0.00233	762	0.73	1
chr4	83090048	83137075	47028	-	51316	PLAC8	9841	0.36	1	1	0.26	0.837	0.00238	0.00199	420	0.79	1
chr19	3506273	3538330	32058	+	51343	FZR1	9862	0.36	1	3	0.2	2.62	0.00181	0.00157	1662	0.72	1
chr4	87422573	87459455	36883	+	53343	NUDT9	10111	0.36	1	2	0.41	1.51	0.00134	0.00101	1492	0.78	1
chr21	46300181	46323875	23695	-	54058	C21orf58	10164	0.36	1	2	0.21	1.73	0.00124	0.00107	1612	0.74	1
chr6	41158506	41163186	4681	-	54209	TREM2	10194	0.36	1	1	-0.38	1.3	9.45e-4	0.00123	1058	0.67	1
chr3	142306607	142448062	141456	-	54464	XRN1	10236	0.36	1	5	0.08	4.71	8.34e-4	7.86e-4	5998	0.68	1
chr1	165724293	165827755	103463	-	54499	TMCO1	10261	0.36	1	1	-0.35	1.28	7.83e-4	0.001	1277	0.68	1
chr19	9641807	9675100	33294	-	54811	ZNF562	10405	0.36	1	2	-0.1	2.15	8.35e-4	8.97e-4	2396	0.67	1
chr19	38915266	38949855	34590	-	54938	SARS2	10514	0.36	1	6	-0.01	6.03	0.00172	0.00173	3484	0.65	1
chr3	126006355	126101561	95207	-	54946	SLC41A3	10521	0.36	1	3	-0.1	3.22	9.22e-4	9.91e-4	3254	0.65	1
chr1	28553085	28578545	25461	+	54952	TRNAU1AP	10526	0.36	1	1	0.02	0.986	0.00116	0.00114	864	0.75	1
chr4	70196496	70204576	8081	+	54959	ODAM	10533	0.36	1	1	0.36	0.78	9.62e-4	7.5e-4	1040	0.81	1
chr7	100400826	100428992	28167	-	55063	ZCWPW1	10616	0.36	1	5	0.13	4.58	0.00194	0.00177	2581	0.69	1
chr20	16272104	16573434	301331	-	55614	KIF16B	10962	0.36	1	8	0.14	7.25	0.00109	9.86e-4	7357	0.68	1
chr19	57571566	57578911	7346	-	55659	ZNF416	10999	0.36	1	2	-0.04	2.05	0.00112	0.00115	1785	0.69	1
chr16	46656132	46689518	33387	-	55737	VPS35	11062	0.36	1	4	0.27	3.31	0.00154	0.00127	2604	0.73	1
chr3	121835183	121886526	51344	+	55840	EAF2	11148	0.36	1	2	0.04	1.95	0.00236	0.0023	847	0.71	1
chr17	64147227	64263301	116075	-	55852	TEX2	11158	0.36	1	6	0.13	5.49	0.00125	0.00115	4783	0.68	1
chr14	74763316	74859435	96120	+	56252	YLPM1	11303	0.36	1	12	0.07	11.4	0.00144	0.00137	8350	0.66	1
chr16	21158377	21180616	22240	+	57146	TMEM159	11548	0.36	1	1	0.22	0.86	0.00111	9.58e-4	898	0.78	1
chr20	49237946	49278426	40481	-	57169	ZNFX1	11566	0.36	1	14	0.12	12.9	0.00171	0.00157	8197	0.67	1
chr15	25677273	25865172	187900	-	57194	ATP10A	11585	0.36	1	6	0.06	5.75	0.00118	0.00113	5064	0.67	1
chr11	10812074	10858796	46723	-	58486	ZBED5	11915	0.36	1	4	0.08	3.78	0.0013	0.00123	3075	0.68	1
chr3	119642058	119676922	34865	-	64091	POPDC2	12116	0.36	1	3	-0.1	3.22	0.00147	0.00158	2036	0.65	1
chr3	101827991	101861022	33032	+	64332	NFKBIZ	12193	0.36	1	7	0.02	6.9	0.00245	0.00241	2860	0.65	1
chr19	33621953	33773509	151557	+	64377	CHST8	12202	0.36	1	1	-0.46	1.38	6.09e-4	8.39e-4	1642	0.65	1
chr4	144646156	144745271	99116	+	64399	HHIP	12210	0.36	1	2	-0.04	2.05	8.21e-4	8.41e-4	2437	0.69	1
chr19	16577642	16660442	82801	-	79086	SMIM7	12516	0.36	1	5	0.24	4.23	0.00302	0.00256	1653	0.72	1
chr10	102419189	102423136	3948	+	79176	FBXL15	12569	0.36	1	4	-0.06	4.18	0.00154	0.00161	2599	0.65	1
chr4	173527270	173659696	132427	+	79804	HAND2-AS1	12805	0.36	1	1	-0.41	1.33	7.73e-4	0.00103	1294	0.67	1
chr10	86935540	86969481	33942	-	79812	MMRN2	12811	0.36	1	5	0.08	4.74	0.00108	0.00103	4612	0.68	1
chr19	2977538	2995179	17642	+	79816	TLE6	12815	0.36	1	3	-0.06	3.12	0.00139	0.00145	2157	0.66	1
chr12	57591174	57603418	12245	+	79837	PIP4K2C	12832	0.36	1	2	-0.23	2.35	0.001	0.00118	1993	0.65	1
chr4	183099257	183320777	221521	+	80014	WWC2	12963	0.36	1	5	0.11	4.63	8.61e-4	7.97e-4	5809	0.68	1
chr8	66628487	66667231	38745	-	80124	VCPIP1	13002	0.36	1	8	0.15	7.23	0.00218	0.00197	3669	0.68	1
chr20	33007704	33023703	16000	+	80341	BPIFB2	13117	0.36	1	1	-0.24	1.18	7.26e-4	8.58e-4	1377	0.7	1
chr16	20806429	20849668	43240	+	81691	REXO5	13294	0.36	1	4	0.24	3.39	0.00135	0.00114	2961	0.72	1
chr19	10701430	10713437	12008	+	81890	QTRT1	13335	0.36	1	4	-0.05	4.13	0.00153	0.00158	2620	0.65	1
chr1	157573747	157598085	24339	-	83417	FCRL4	13347	0.36	1	3	0.1	2.81	0.00194	0.00181	1548	0.7	1
chr1	28259518	28282491	22974	+	83667	SESN2	13418	0.36	1	2	0.03	1.96	0.00139	0.00136	1443	0.7	1
chr11	64206678	64223886	17209	+	83706	FERMT3	13429	0.36	1	6	0.1	5.59	0.00223	0.00208	2689	0.68	1
chr10	7818505	8016631	198127	+	83860	TAF3	13466	0.36	1	3	0.3	2.44	0.00108	8.74e-4	2790	0.74	1
chr17	41314912	41315710	799	-	83902	KRTAP17-1	13496	0.36	1	0	-Inf	0.285	0	8.97e-4	318	0.77	1
chr2	129979666	129982738	3073	+	84084	RAB6C	13557	0.36	1	1	0.67	0.627	0.00131	8.2e-4	765	0.85	1
chr3	97764521	97801229	36709	+	84100	ARL6	13559	0.36	1	1	0.66	0.631	0.00142	8.97e-4	703	0.85	1
chr1	90915298	91022272	106975	-	84146	ZNF644	13583	0.36	1	6	0.02	5.9	0.00101	9.91e-4	5959	0.66	1
chr1	145927258	145978848	51591	+	84265	POLR3GL	13653	0.36	1	8	0.15	7.23	0.00202	0.00182	3970	0.68	1
chr1	9922113	9943407	21295	-	84328	LZIC	13711	0.36	1	1	0.01	0.99	0.00124	0.00123	806	0.75	1
chr21	44940012	44976989	36978	+	85395	FAM207A	14089	0.36	1	2	0.45	1.46	0.00209	0.00153	957	0.79	1
chr17	29567180	29573157	5978	+	90313	TP53I13	14225	0.36	1	3	0.01	2.99	0.00141	0.00141	2122	0.68	1
chr7	140672945	140696261	23317	+	90956	ADCK2	14302	0.36	1	5	0.17	4.45	0.00199	0.00177	2518	0.7	1
chr14	20286227	20305960	19734	-	91875	TTC5	14399	0.36	1	2	0.44	1.48	0.00127	9.39e-4	1573	0.79	1
chr11	77878720	77994671	115952	-	92105	INTS4	14418	0.36	1	3	-0.01	3.03	8.71e-4	8.8e-4	3443	0.67	1
chr2	96497646	96508109	10464	-	93082	NEURL3	14500	0.36	1	1	-0.38	1.3	9.06e-4	0.00118	1104	0.67	1
chr8	143574785	143578649	3865	-	93100	NAPRT	14502	0.36	1	5	0.13	4.55	0.00177	0.00161	2829	0.69	1
chr1	157676481	157700769	24289	-	115352	FCRL3	14791	0.36	1	12	0.02	11.8	0.00416	0.00411	2882	0.64	1
chr10	97614553	97633500	18948	-	118812	MORN4	14954	0.36	1	1	0.5	0.706	0.00166	0.00118	601	0.83	1
chr17	7857746	7862282	4537	+	124637	CYB5D1	15141	0.36	1	3	0.07	2.86	0.00345	0.00328	870	0.69	1
chr19	55947832	55988629	40798	+	126205	NLRP8	15211	0.36	1	3	-0.03	3.06	9.2e-4	9.37e-4	3261	0.67	1
chr1	94820342	94895246	74905	+	126969	SLC44A3	15261	0.36	1	3	0.1	2.79	0.00116	0.00108	2596	0.7	1
chr1	34759740	34762327	2588	+	127534	GJB4	15288	0.36	1	1	0.22	0.859	0.00125	0.00107	801	0.78	1
chr1	202133404	202144743	11340	-	127829	ARL8A	15304	0.36	1	1	0.16	0.895	0.00178	0.00159	562	0.77	1
chr1	16197854	16212652	14799	-	128272	ARHGEF19	15320	0.36	1	4	0.14	3.64	0.00118	0.00107	3386	0.7	1
chr20	31847637	31870747	23111	-	128853	DUSP15	15353	0.36	1	2	0.24	1.7	0.0015	0.00128	1329	0.75	1
chr3	63652675	63679020	26346	+	132203	SNTN	15460	0.36	1	1	0.75	0.596	0.0012	7.17e-4	831	0.86	1
chr17	50373220	50381483	8264	+	146956	EME1	15930	0.36	1	3	-0.09	3.19	0.00109	0.00116	2749	0.66	1
chr1	42733093	42740254	7162	-	149461	CLDN19	16071	0.36	1	1	-0.4	1.32	9.03e-4	0.0012	1107	0.67	1
chr22	28742039	28757515	15477	+	150274	HSCB	16116	0.36	1	1	-0.27	1.21	0.00112	0.00135	893	0.69	1
chr2	240045077	240046072	996	-	150681	OR6B3	16145	0.36	1	1	-0.08	1.06	0.001	0.00106	996	0.73	1
chr2	218259496	218263861	4366	+	151306	GPBAR1	16185	0.36	1	2	0.01	1.99	0.00201	0.00201	993	0.7	1
chr2	174431571	174487094	55524	-	151556	GPR155	16200	0.36	1	3	0.16	2.68	0.00115	0.00103	2613	0.71	1
chr5	147559994	147662009	102016	+	153469	JAKMIP2-AS1	16279	0.36	1	2	0.18	1.77	8.49e-4	7.5e-4	2355	0.74	1
chr4	4290251	4321786	31536	+	166793	ZBTB49	16601	0.36	1	5	0.2	4.34	0.00132	0.00115	3782	0.71	1
chr5	112976702	113022195	45494	+	167227	DCP2	16610	0.36	1	2	-0.08	2.11	0.00124	0.00131	1612	0.68	1
chr17	65635537	66192133	556597	-	201134	CEP112	16855	0.36	1	3	0.09	2.82	8.74e-4	8.21e-4	3431	0.7	1
chr6	17281361	17293871	12511	+	221662	RBM24	17147	0.36	1	1	0.33	0.797	8.99e-4	7.17e-4	1112	0.8	1
chr20	31404845	31412838	7994	-	245934	DEFB121	17231	0.36	1	0	-Inf	0.198	0	8.58e-4	231	0.83	1
chr3	111674676	111846447	171772	+	257068	PLCXD2	17446	0.36	1	1	-0.31	1.24	8.38e-4	0.00104	1194	0.69	1
chr2	231037523	231049719	12197	+	257407	C2orf72	17464	0.36	1	1	0.03	0.983	0.00113	0.00111	888	0.75	1
chr15	23439038	23447243	8206	-	283685	GOLGA6L2	17682	0.36	1	3	-0.01	3.02	7.11e-4	7.17e-4	4219	0.67	1
chr7	143407813	143523449	115637	+	285965	EPHA1-AS1	18053	0.36	1	3	0.04	2.92	0.00102	9.92e-4	2942	0.69	1
chr12	109553715	109573580	19866	-	326625	MMAB	18158	0.36	1	1	0.04	0.97	8.94e-4	8.67e-4	1119	0.75	1
chr1	159800511	159816257	15747	+	343413	FCRL6	18483	0.36	1	2	0.12	1.84	0.00124	0.00114	1616	0.72	1
chrX	131543976	131545056	1081	+	347468	OR13H1	18561	0.36	1	1	0.59	0.664	0.00108	7.17e-4	927	0.84	1
chr1	152613811	152614098	288	+	353143	LCE3B	18649	0.36	1	0	-Inf	0.206	0	7.17e-4	288	0.83	1
chr17	10699015	10730316	31302	-	388335	TMEM220	18932	0.36	1	3	0.33	2.38	0.00113	9e-4	2647	0.75	1
chr19	52527652	52564464	36813	+	388558	ZNF808	18963	0.36	1	8	0.11	7.4	0.00123	0.00114	6496	0.67	1
chr2	170715337	170718078	2742	+	389058	SP5	19029	0.36	1	1	0.11	0.925	8.35e-4	7.73e-4	1197	0.77	1
chr14	20197336	20198373	1038	+	390439	OR11G2	19181	0.36	1	1	-0.5	1.41	5.07e-4	7.17e-4	1974	0.65	1
chr6	4079206	4130951	51746	+	404220	C6orf201	19600	0.36	1	2	0.29	1.64	0.00108	8.86e-4	1846	0.76	1
chr10	119104086	119137984	33899	+	404636	DENND10	19605	0.36	1	2	0.03	1.97	0.00159	0.00156	1260	0.7	1
chr1	19484403	19629821	145419	+	440574	MICOS10	19942	0.36	1	1	0.69	0.619	0.00176	0.00109	568	0.86	1
chr7	100307702	100322196	14495	+	441272	SPDYE3	20019	0.36	1	3	0.25	2.52	0.00182	0.00153	1650	0.73	1
chrX	145247503	145256208	8706	+	494118	SPANXN1	20170	0.36	1	0	-Inf	0.157	0	7.17e-4	219	0.86	1
chr2	240676418	240682906	6489	-	653437	AQP12B	20836	0.36	1	1	-0.48	1.4	6.17e-4	8.63e-4	1621	0.65	1
chr17	51153590	51171744	18155	+	654364	NME1-NME2	20880	0.36	1	2	0.36	1.56	0.00132	0.00103	1517	0.77	1
chr6	148955628	148964684	9057	-	100128176	UST-AS1	21721	0.36	1	0	-Inf	0.284	0	0.00184	154	0.77	1
chr16	89711856	89718165	6310	+	100128881	VPS9D1-AS1	21768	0.36	1	1	0.21	0.863	0.00145	0.00125	690	0.78	1
chr16	8848105	8860417	12313	+	100130283	LOC100130283	21881	0.36	1	2	-0.06	2.09	0.00169	0.00176	1186	0.68	1
chrX	146809771	146810411	641	+	100133053	CXorf51B	22054	0.36	1	0	-Inf	0.234	0	7.17e-4	327	0.81	1
chr9	77176760	77178180	1421	-	100286938	VPS13A-AS1	22161	0.36	1	0	-Inf	0.082	0	8.2e-4	100	0.92	1
chr19	1816159	1816238	80	-	100302210	MIR1909	22375	0.36	1	0	-Inf	0.0206	0	0.00147	14	0.98	1
chr2	165933857	165949891	16035	+	100506134	TTC21B-AS1	22998	0.36	1	1	0.63	0.647	0.00145	9.39e-4	689	0.85	1
chr1	23706901	23778296	71396	-	100506963	ELOA-AS1	23166	0.36	1	5	0.21	4.34	0.00202	0.00175	2472	0.71	1
chr7	99419749	99466197	46449	-	100526740	ATP5MF-PTCD1	23338	0.36	1	7	-0.02	7.1	0.00125	0.00126	5619	0.64	1
chr6	32153845	32171978	18134	+	100532746	PPT2-EGFL8	23400	0.36	1	6	0.2	5.22	0.0018600000000000001	0.00162	3220	0.7	1
chr1	246945547	247078811	133265	-	100533111	ZNF670-ZNF695	23404	0.36	1	4	0.14	3.64	0.00116	0.00106	3438	0.7	1
chr2	237967014	238099412	132399	+	100533179	UBE2F-SCLY	23406	0.36	1	5	0.14	4.52	0.00126	0.00114	3962	0.69	1
chr6	46903471	46909078	5608	+	101926962	ADGRF5-AS1	24432	0.36	1	0	-Inf	0.0765	0	7.5e-4	102	0.93	1
chr1	19210501	19240704	30204	+	101927895	EMC1-AS1	24800	0.36	1	4	0.12	3.68	0.00128	0.00118	3134	0.69	1
chr16	30875222	30895220	19999	+	101928736	MIR762HG	25092	0.36	1	2	0.35	1.56	0.00225	0.00176	888	0.77	1
chr4	112515385	112546881	31497	+	105377372	NEUROG2-AS1	26651	0.36	1	1	0.35	0.786	0.00124	9.73e-4	808	0.81	1
chrX	75051048	75156732	105685	-	22	ABCB7	15	0.37	1	2	-0.13	2.19	6.83e-4	7.47e-4	2928	0.67	1
chr11	3826978	3840959	13982	-	391	RHOG	284	0.37	1	1	-0.15	1.11	0.00174	0.00192	576	0.72	1
chr1	150809713	150876708	66996	-	405	ARNT	297	0.37	1	3	-0.16	3.35	0.0011	0.00123	2724	0.64	1
chr12	53632726	53677408	44683	-	517	ATP5MC2	362	0.37	1	1	0.46	0.725	0.00177	0.00129	564	0.82	1
chr13	51932673	52012125	79453	-	540	ATP7B	378	0.37	1	5	-0.09	5.32	9.1e-4	9.68e-4	5494	0.63	1
chr5	79111809	79132288	20480	+	635	BHMT	436	0.37	1	1	0.03	0.981	8.19e-4	8.04e-4	1221	0.75	1
chr22	17734138	17774770	40633	-	637	BID	438	0.37	1	3	0.12	2.75	0.00261	0.00239	1150	0.71	1
chr14	53949736	53958761	9026	-	652	BMP4	452	0.37	1	2	-0.06	2.08	7.2e-4	7.5e-4	2778	0.68	1
chr22	43151547	43163242	11696	+	706	TSPO	493	0.37	1	1	-0.4	1.32	0.00193	0.00253	519	0.67	1
chr5	39284140	39424868	140729	-	735	C9	517	0.37	1	4	0.07	3.8	9.12e-4	8.68e-4	4384	0.68	1
chr19	5904841	5916211	11371	+	828	CAPS	586	0.37	1	2	-0.14	2.2	0.00117	0.00129	1705	0.67	1
chr7	116811070	116922049	110980	+	830	CAPZA2	588	0.37	1	1	-0.54	1.46	7.47e-4	0.00109	1339	0.64	1
chr19	49335171	49340606	5436	+	951	CD37	678	0.37	1	8	0.04	7.81	0.00436	0.00426	1833	0.65	1
chr5	24487100	24644978	157879	-	1008	CDH10	727	0.37	1	2	0.2	1.74	8.26e-4	7.17e-4	2422	0.74	1
chr10	100188300	100229596	41297	-	1147	CHUK	827	0.37	1	3	0.19	2.64	0.00134	0.00118	2238	0.72	1
chr13	110305812	110513209	207398	+	1284	COL4A2	902	0.37	1	8	0.09	7.54	0.00118	0.00111	6808	0.67	1
chr7	130266863	130289798	22936	+	1358	CPA2	952	0.37	1	1	-0.26	1.2	7.17e-4	8.58e-4	1394	0.7	1
chr22	50568861	50578465	9605	-	1375	CPT1B	967	0.37	1	5	0.11	4.62	0.002	0.00185	2500	0.68	1
chr5	132073789	132076170	2382	+	1437	CSF2	1016	0.37	1	0	-Inf	0.467	0	0.00107	435	0.67	1
chrX	111293779	111412429	118651	-	1641	DCX	1166	0.37	1	1	-0.3	1.23	5.84e-4	7.17e-4	1712	0.69	1
chr5	119037772	119249138	211367	+	1657	DMXL1	1180	0.37	1	12	0.01	11.9	0.00128	0.00128	9345	0.64	1
chr2	74549026	74557554	8529	+	1796	DOK1	1262	0.37	1	5	-0.08	5.28	0.00191	0.00202	2612	0.64	1
chr17	82078338	82098294	19957	-	2194	FASN	1543	0.37	1	10	0.08	9.45	0.00119	0.00112	8411	0.66	1
chr1	109687814	109709039	21226	+	2944	GSTM1	2000	0.37	1	1	-0.29	1.22	9.69e-4	0.00118	1032	0.69	1
chr19	6379572	6393981	14410	-	2962	GTF2F1	2013	0.37	1	2	-0.03	2.04	0.00102	0.00104	1965	0.69	1
chr1	32885994	32898441	12448	+	3208	HPCA	2201	0.37	1	2	-0.15	2.22	0.00151	0.00168	1325	0.66	1
chr17	48591257	48593961	2705	-	3215	HOXB5	2207	0.37	1	1	-0.15	1.11	0.00123	0.00137	810	0.72	1
chr3	52812962	52835729	22768	-	3700	ITIH4	2498	0.37	1	4	0.07	3.8	0.00113	0.00107	3554	0.68	1
chr19	18279694	18281622	1929	-	3727	JUND	2517	0.37	1	5	-0.02	5.07	0.00324	0.00329	1544	0.65	1
chr4	55078481	55125595	47115	-	3791	KDR	2573	0.37	1	3	0.04	2.92	7.37e-4	7.17e-4	4071	0.69	1
chr6	167996241	168045095	48855	+	3834	KIF25	2603	0.37	1	1	0.26	0.835	8.58e-4	7.17e-4	1165	0.79	1
chr17	34980512	35009743	29232	+	3980	LIG3	2700	0.37	1	5	-0.06	5.2	0.00107	0.00111	4674	0.64	1
chr13	75549773	75859870	310098	+	4008	LMO7	2720	0.37	1	8	0.1	7.48	9.65e-4	9.03e-4	8289	0.67	1
chr19	13099033	13103161	4129	-	4066	LYL1	2763	0.37	1	2	0.36	1.56	0.00197	0.00154	1015	0.77	1
chrX	124227868	124373197	145330	+	4068	SH2D1A	2765	0.37	1	2	-0.17	2.25	6.97e-4	7.84e-4	2868	0.66	1
chr6	160991727	161117385	125659	+	4216	MAP3K4	2875	0.37	1	5	0.08	4.73	9.5e-4	8.99e-4	5261	0.68	1
chr1	16974502	16980632	6131	-	4237	MFAP2	2887	0.37	1	1	0.04	0.973	0.00156	0.00152	639	0.75	1
chr22	37469063	37486393	17331	-	4242	MFNG	2892	0.37	1	3	0.12	2.75	0.00159	0.00146	1892	0.71	1
chr4	148078762	148444698	365937	-	4306	NR3C2	2931	0.37	1	2	-0.28	2.43	6.22e-4	7.56e-4	3214	0.63	1
chrX	65588377	65741931	153555	+	4478	MSN	2982	0.37	1	4	0.03	3.91	0.00205	0.00201	1949	0.67	1
chr19	8444767	8489114	44348	+	4670	HNRNPM	3086	0.37	1	6	0.02	5.93	0.00135	0.00133	4460	0.65	1
chr12	112938444	112973251	34808	+	4940	OAS3	3283	0.37	1	7	0	6.98	0.00168	0.00168	4156	0.65	1
chr14	24094053	24110598	16546	+	5106	PCK2	3397	0.37	1	6	0.01	5.95	0.00184	0.00183	3257	0.65	1
chr16	2088710	2135898	47189	-	5310	PKD1	3552	0.37	1	24	0.04	23.4	0.00145	0.00141	16559	0.64	1
chr7	75899200	75986855	87656	+	5447	POR	3655	0.37	1	4	0.16	3.59	0.00106	9.51e-4	3771	0.7	1
chr1	88684222	88836255	152034	+	5586	PKN2	3759	0.37	1	3	-0.12	3.26	8.61e-4	9.37e-4	3483	0.65	1
chr17	43952738	44004469	51732	-	5697	PYY	3847	0.37	1	0	-Inf	0.466	0	0.00123	379	0.67	1
chr19	39971165	39981764	10600	+	5704	PSMC4	3853	0.37	1	1	-0.47	1.39	7.4e-4	0.00103	1351	0.65	1
chr17	82047902	82051831	3930	-	5986	RFNG	4059	0.37	1	4	-0.12	4.35	0.0034	0.00369	1178	0.63	1
chr19	48615328	48619184	3857	-	6141	RPL18	4151	0.37	1	2	-0.06	2.08	0.00155	0.00161	1293	0.68	1
chr17	36013056	36017972	4917	-	6368	CCL23	4320	0.37	1	1	0.45	0.734	0.00175	0.00129	571	0.82	1
chr17	28648346	28662189	13844	-	6388	SDF2	4333	0.37	1	2	0.3	1.63	0.00221	0.0018	905	0.76	1
chr1	29147743	29181900	34158	-	6429	SRSF4	4363	0.37	1	3	0.04	2.91	0.00118	0.00114	2553	0.69	1
chr19	2754715	2783282	28568	-	6449	SGTA	4379	0.37	1	2	0.22	1.72	0.00175	0.00151	1142	0.74	1
chr16	70375977	70439237	63261	-	6483	ST3GAL2	4403	0.37	1	3	0.02	2.95	0.00285	0.0028	1053	0.68	1
chr3	133928145	134052184	124040	-	6578	SLCO2A1	4487	0.37	1	2	0.06	1.92	7.77e-4	7.48e-4	2573	0.71	1
chr2	70281362	70293740	12379	-	6637	SNRPG	4540	0.37	1	0	-Inf	0.358	0	9.71e-4	369	0.73	1
chr12	23529504	24562544	1033041	-	6660	SOX5	4561	0.37	1	3	0.07	2.86	8.26e-4	7.87e-4	3631	0.69	1
chr6	34877462	34888071	10610	-	6882	TAF11	4730	0.37	1	1	0.35	0.787	0.00125	9.87e-4	797	0.81	1
chr6	50818723	50847619	28897	+	7021	TFAP2B	4817	0.37	1	1	-0.19	1.14	6.86e-4	7.84e-4	1458	0.71	1
chr16	31471585	31477960	6376	+	7041	TGFB1I1	4835	0.37	1	2	-0.16	2.24	0.001	0.00112	1995	0.66	1
chr22	19449911	19479202	29292	-	7353	UFD1	5053	0.37	1	1	-0.45	1.37	7.54e-4	0.00103	1326	0.66	1
chr6	158765741	158819368	53628	-	7430	EZR	5107	0.37	1	7	-0	7.01	0.00395	0.00395	1773	0.65	1
chr12	69359710	69390870	31161	+	8089	YEATS4	5395	0.37	1	1	-0.15	1.11	0.00105	0.00116	955	0.72	1
chr16	81314966	81380198	65233	+	8139	GAN	5409	0.37	1	2	0.11	1.85	0.0011	0.00102	1814	0.72	1
chr21	14961235	15065936	104702	-	8204	NRIP1	5427	0.37	1	4	-0.12	4.35	0.00108	0.00117	3712	0.63	1
chr7	148697914	148801110	103197	+	8454	CUL1	5568	0.37	1	3	0.04	2.91	0.00104	0.00101	2885	0.69	1
chr17	60600183	60666280	66098	+	8493	PPM1D	5594	0.37	1	2	0.03	1.96	0.001	9.82e-4	1999	0.7	1
chr16	89680737	89696354	15618	+	8558	CDK10	5656	0.37	1	2	-0.23	2.35	0.00102	0.0012	1959	0.64	1
chr15	44537125	44563029	25905	+	8669	EIF3J	5735	0.37	1	2	0.13	1.83	0.00185	0.0017	1080	0.73	1
chr17	7549058	7557890	8833	+	8742	TNFSF12	5791	0.37	1	1	-0.42	1.34	0.00128	0.00171	782	0.66	1
chr10	70815948	70881184	65237	+	8879	SGPL1	5900	0.37	1	2	-0.09	2.12	8.99e-4	9.54e-4	2224	0.68	1
chrX	2828822	2882820	53999	+	8908	GYG2	5924	0.37	1	1	-0.47	1.39	5.65e-4	7.84e-4	1770	0.65	1
chr22	21957025	21982816	25792	-	8940	TOP3B	5946	0.37	1	6	0.07	5.73	0.00163	0.00155	3685	0.67	1
chr6	136342281	136550819	208539	-	9053	MAP7	6008	0.37	1	2	-0.24	2.37	7.57e-4	8.96e-4	2642	0.64	1
chr18	158383	214629	56247	+	9097	USP14	6037	0.37	1	2	0.35	1.57	0.00115	9.05e-4	1736	0.77	1
chr3	42547969	42601080	53112	-	9117	SEC22C	6051	0.37	1	3	0.16	2.68	0.00152	0.00135	1978	0.71	1
chr22	21009808	21028830	19023	+	9127	P2RX6	6061	0.37	1	2	-0.21	2.32	0.00103	0.00119	1947	0.65	1
chr15	49106068	49155661	49594	-	9318	COPS2	6197	0.37	1	2	0.32	1.6	0.00123	9.84e-4	1630	0.76	1
chr16	29973868	29992261	18394	+	9344	TAOK2	6218	0.37	1	10	0.06	9.6	0.0016	0.00154	6233	0.66	1
chr4	13361354	13484365	123012	-	9364	RAB28	6233	0.37	1	1	0.28	0.824	0.00114	9.39e-4	878	0.79	1
chr2	26457203	26558698	101496	-	9381	OTOF	6250	0.37	1	6	-0.03	6.14	8.79e-4	8.99e-4	6826	0.64	1
chr11	12094008	12358479	264472	+	9645	MICAL2	6453	0.37	1	6	-0.07	6.29	7.8e-4	8.18e-4	7694	0.63	1
chr1	225845536	225882380	36845	-	9725	TMEM63A	6524	0.37	1	4	0.19	3.5	0.00148	0.0013	2695	0.71	1
chr6	28378955	28399734	20780	-	9753	ZSCAN12	6551	0.37	1	2	0.05	1.93	0.0011	0.00106	1815	0.71	1
chr11	46743048	46846308	103261	-	9793	CKAP5	6587	0.37	1	6	0.02	5.93	8.82e-4	8.72e-4	6803	0.65	1
chr9	136440096	136483759	43664	-	9919	SEC16A	6697	0.37	1	14	0	14	0.0013	0.0013	10768	0.63	1
chr1	36224432	36305357	80926	+	9967	THRAP3	6738	0.37	1	5	-0.09	5.32	0.00169	0.0018	2955	0.63	1
chr15	34229784	34338060	108277	-	9990	SLC12A6	6756	0.37	1	5	-0.07	5.23	0.00108	0.00113	4651	0.64	1
chr2	111119378	111168445	49068	+	10018	BCL2L11	6779	0.37	1	4	0.21	3.46	0.00206	0.00178	1943	0.72	1
chr2	219209772	219222738	12967	-	10058	ABCB6	6808	0.37	1	7	0.04	6.8	0.00164	0.00159	4269	0.66	1
chrX	18239313	18354688	115376	-	10389	SCML2	7076	0.37	1	2	0.14	1.82	8.32e-4	7.56e-4	2403	0.73	1
chr4	109433772	109540896	107125	+	10427	SEC24B	7109	0.37	1	5	0.17	4.45	0.00122	0.00109	4082	0.7	1
chr2	74654228	74683853	29626	+	10505	SEMA4F	7175	0.37	1	3	0.05	2.91	0.00122	0.00119	2450	0.69	1
chr9	97983341	98015943	32603	+	10541	ANP32B	7204	0.37	1	3	-0.08	3.18	0.00397	0.0042	756	0.66	1
chr4	77511753	77611834	100082	+	10563	CXCL13	7222	0.37	1	0	-Inf	0.283	0	8.58e-4	330	0.78	1
